512,59.8426
1024,140.342
1536,58.7483
2048,128.359
2560,101.274
3072,93.9613
3584,94.4609
4096,64.8646
4608,60.7569
5120,56.3479
5632,119.41
6144,117.364
6656,75.5981
7168,83.9325
7680,95.4344
8192,57.6964
8704,59.9279
9216,53.6952
9728,65.8482
10240,106.908
10752,53.4607
11264,66.8573
11776,54.4339
12288,110.608
12800,125.358
13312,52.2859
13824,108.111
14336,116.528
14848,68.9759
15360,93.7612
15872,52.5754
16384,53.6343
16896,52.0095
17408,116.227
17920,116.245
18432,189.12
18944,49.0291
19456,50.9575
19968,56.3454
20480,59.9279
20992,56.347
21504,54.5416
22016,51.4499
22528,80.5491
23040,67.7153
23552,8340.2
24064,2310.93
24576,65.8537
25088,58.8974
25600,62.2596
26112,58.9678
26624,56.4063
27136,114.841
27648,108.853
28160,117.083
28672,8081.83
29184,50.2629
29696,117.941
30208,3237.98
30720,3243.58
31232,52.3492
31744,54.5509
32256,115.126
32768,52.2909
33280,135.643
33792,94.5008
34304,126.047
34816,55.9531
35328,47.3404
35840,93.9474
37376,270.798
37888,259.339
38400,257.007
38912,257.95
39424,261.013
39936,266.019
40448,267.478
40960,267.642
41472,269.795
41984,272.405
42496,274.295
43008,276.663
43520,279.158
44032,282.114
44544,285.436
45056,287.439
45568,288.451
46080,288.376
46592,287.723
47104,286.989
47616,286.948
48128,288.538
48640,290.404
49152,292.648
49664,294.973
50176,297.201
50688,297.069
51200,292.6
51712,280.678
52224,277.507
52736,286.224
53248,299.486
55808,354.423
56320,337.99
56832,335.487
57344,336.685
57856,338.735
58368,342.637
58880,347.438
59392,352.532
59904,358.401
60416,363.395
60928,368.406
61440,372.168
61952,374.626
62464,376.885
62976,378.254
63488,378.866
64000,379.832
64512,381.047
65024,382.769
65536,384.829
66048,385.975
66560,384.518
67072,377.249
67584,359.327
68096,335.165
68608,312.138
69120,319.377
69632,1507.22
70144,10004.1
70656,5268.62
71168,10470.7
71680,10362.1
72192,10097.9
72704,9790.53
73216,7504.37
73728,265.984
74240,266.071
74752,277.654
75264,284.58
75776,290.211
76288,294.032
76800,297.362
77312,300.572
77824,300.423
78336,300.002
78848,301.128
79360,302.626
79872,303.427
80384,302.943
80896,301.048
81408,298.438
81920,296.728
82432,296.309
82944,293.947
83456,282.287
83968,271.038
84480,277.594
84992,9745.21
85504,4090.91
86016,12111.8
86528,11514.5
87040,63.1578
87552,10189.7
88064,10055.6
88576,318.13
89088,322.155
89600,324.948
90112,325.932
90624,325.831
91136,326.681
91648,327.475
92160,327.2
92672,326.606
93184,326.401
93696,326.949
94208,330.167
94720,333.519
95232,338.793
95744,345.139
96256,352.074
96768,358.292
97280,363.727
97792,368.192
98304,370.985
98816,373.916
99328,376.24
99840,376.311
100352,374.945
100864,372.711
101376,369.525
101888,366.749
102400,365.395
102912,364.287
103424,363.908
103936,363.916
104448,363.608
104960,361.715
105472,360.202
105984,360.493
106496,362.548
107008,365.765
107520,368.861
108032,370.302
108544,371.481
109056,371.692
109568,370.789
110080,369.877
110592,368.747
111104,368.014
111616,368.016
112128,368.603
112640,369.696
113152,371.568
113664,372.704
114176,372.77
114688,371.273
115200,365.502
115712,357.225
116224,339.625
116736,333.93
117248,344.52
117760,336.326
118272,309.282
118784,294.821
119296,138.326
119808,271.176
120320,224.692
120832,223.639
121344,226.383
121856,241.532
122368,253.023
122880,236.783
123392,225.354
123904,647.804
124416,662.527
124928,653.664
125440,232.139
125952,238.637
126464,242.483
126976,247.054
127488,250.353
128000,251.679
128512,251.426
129024,250.511
129536,249.246
130048,247.706
130560,246.249
131072,244.961
131584,243.899
132096,243.452
132608,243.63
133120,244.246
133632,245.288
134144,246.711
134656,247.538
135168,247.498
135680,247.334
136192,247.324
136704,247.965
137216,249.303
137728,250.927
138240,253.205
138752,256.033
139264,258.235
139776,259.738
140288,260.972
140800,261.424
141312,260.891
141824,259.868
142336,258.53
142848,257.075
143360,256.988
143872,257.963
144384,258.567
144896,259.134
145408,259.113
145920,257.453
146432,253.758
146944,247.332
147456,245.114
147968,241.277
148480,232.684
148992,229.463
149504,228.979
150016,230.948
150528,234.877
151040,239.818
151552,245.775
152064,255.171
152576,259.986
153088,254.548
153600,250.733
154112,248.034
154624,244.576
155136,243.199
155648,242.772
156160,242.108
156672,240.938
157184,239.777
157696,239.137
158208,239.9
158720,241.993
159232,246.03
159744,249.739
160256,254.303
160768,258.099
161280,260.61
161792,262.073
162304,262.537
162816,261.694
163328,260.152
163840,258.018
164352,256.17
164864,254.639
165376,252.82
165888,251.06
166400,249.997
166912,249.744
167424,250.172
167936,250.905
168448,251.95
168960,253.834
169472,255.823
169984,256.847
170496,257.361
171008,257.294
171520,257.136
172032,257.607
172544,257.121
173056,255.741
173568,254.295
174080,253.18
174592,252.529
175104,252.259
175616,252.676
176128,253.012
176640,252.769
177152,253.149
177664,253.202
178176,252.816
178688,252.427
179200,252.54
179712,253.588
180224,255.163
180736,257.179
181248,258.244
181760,258.944
