512,12035.6
1024,134.457
1536,57.9132
2048,121.842
2560,100.839
3072,93.5854
3584,95.629
4096,64.8693
4608,59.8541
5120,93.9525
5632,108.836
6144,124.022
6656,75.3478
7168,65.2183
7680,98.9783
8192,57.6975
8704,59.9277
9216,53.5736
9728,47.153
10240,51.9528
10752,4045.36
11264,66.8575
11776,52.7581
12288,53.6369
12800,125.364
13312,6946.56
13824,109.087
14336,109.067
14848,68.776
15360,105.268
15872,50.9582
16384,51.782
16896,56.076
17408,55.8224
17920,116.267
18432,56.2133
18944,50.3129
19456,50.2073
19968,62.5027
20480,55.6869
20992,59.0514
21504,127.03
22016,55.8868
22528,75.9545
23040,62.3434
23552,57.8233
24064,4440.9
24576,54.3048
25088,55.8143
25600,55.9483
26112,58.8231
26624,59.9998
27136,126.367
27648,52.2339
28160,108.859
28672,1787.96
29184,51.0119
29696,117.94
30208,3248.7
30720,8056.73
31232,52.3506
31744,54.5533
32256,107.87
32768,52.1759
33280,53.8182
33792,62.4204
34304,2865.8
34816,3053.3
35328,47.4317
35840,93.9407
36352,1788.11
37376,270.799
37888,259.342
38400,256.946
38912,257.989
39424,261.22
39936,266.302
40448,267.729
40960,267.863
41472,269.791
41984,272.553
42496,274.598
43008,277.141
43520,279.635
44032,282.484
44544,285.609
45056,287.405
45568,288.762
46080,288.861
46592,288.322
47104,287.625
47616,287.204
48128,288.48
48640,290.771
49152,293.014
49664,295.237
50176,297.043
50688,297.828
51200,294.534
51712,277.668
52224,287.05
52736,285.667
53248,294.057
53760,298.842
55808,366.456
56320,339.884
56832,334.96
57344,335.808
57856,337.402
58368,341.205
58880,345.911
59392,350.97
59904,357.196
60416,363.14
60928,368.018
61440,371.909
61952,374.22
62464,376.176
62976,377.642
63488,378.31
64000,378.988
64512,380.319
65024,382.139
65536,384.417
66048,385.819
66560,384.783
67072,377.667
67584,359.585
68096,337.214
68608,313.264
69120,10007.6
70144,9995.28
70656,5268.95
71168,10454
71680,10348.3
72192,10107.8
72704,9810.24
73216,7700.3
73728,266.595
74240,265.677
74752,276.997
75264,284.335
75776,289.493
76288,292.816
76800,295.582
77312,297.902
77824,297.228
78336,296.156
78848,297.287
79360,298.5
79872,299.267
80384,298.821
80896,297.516
81408,295.754
81920,294.741
82432,294.848
82944,293.129
83456,284.156
83968,274.194
84480,276.113
84992,9638.84
85504,4107.29
86016,12162.4
86528,11526.7
87040,68.3544
87552,10247
88064,10173.8
88576,9862.36
89088,321.663
89600,324.379
90112,325.888
90624,325.798
91136,326.412
91648,327.433
92160,327.399
92672,326.713
93184,326.775
93696,327.415
94208,329.67
94720,332.58
95232,335.511
95744,340.407
96256,344.695
96768,347.93
97280,351.316
